description,unspsc_code
Purchased: Gigabit router - 50 units,43222609
Purchased: Single core copper cable - 25 units,26121505
Order of Precast concrete slab,30111504
Purchased: Office network router - 50 units,43222609
Shipment: 5 x Dual-band WiFi 6 router,43222609
Requisition for Broadband router,43222609
5 litre matte paint for site delivery,31211504
Supply of Steel rebars 10mm,30102307
Acquired 2 units of Cavendish bananas 1kg,50192102
Line item: Matte white emulsion 5L,31211504
Line item: Gigabit router,43222609
Line item: Carton of eggs,50131705
Line item: 5 litre matte paint,31211504
Shipment: 1 x Organic bananas,50192102
Purchased: Dozen large eggs - 1 units,50131705
Acquired 10 units of Office network router,43222609
Supply of Loose apples (kg),50192101
Requisition for 10mm rebar,30102307
Requisition for Dual-band WiFi 6 router,43222609
Acquired 12 units of Electric cable insulated,26121505
Purchased: Wireless internet router - 10 units,43222609
Supply of Steamed white rice,50201700
Requisition for Flexible wire 1.5mm,26121505
Order of Fresh white eggs,50131705
Purchased: Rice 5kg bag - 5 units,50201700
Shipment: 25 x Gigabit router,43222609
Shipment: 50 x Matte white emulsion 5L,31211504
Purchased: Matte white emulsion 5L - 2 units,31211504
Line item: 10mm rebar,30102307
"Procurement request: White jasmine rice, 50 pcs",50201700
"Procurement request: Organic hen eggs, 1 pcs",50131705
Acquired 5 units of Bag of green apples,50192101
Line item: 100m copper wire roll,26121505
12-pack eggs for site delivery,50131705
Requisition for Banana bunch large,50192102
"Invoice: Broadband router, qty 10",43222609
Line item: Organic apples pack,50192101
Line item: Concrete wall unit,30111504
Requisition for Office laptop 512GB SSD,43211503
Fresh ripe bananas for site delivery,50192102
Shipment: 10 x Carton of eggs,50131705
"Procurement request: Office laptop 512GB SSD, 5 pcs",43211503
"Procurement request: Office network router, 10 pcs",43222609
Line item: Mild steel bars,30102307
"Invoice: 12-pack eggs, qty 10",50131705
Supply of Wall panel concrete 1x2m,30111504
Order of Broadband router,43222609
Order of Wall coating matte white,31211504
Requisition for Single core copper cable,26121505
Order of Office network router,43222609
Line item: White jasmine rice,50201700
Requisition for Wall panel concrete 1x2m,30111504
"Invoice: Wall coating matte white, qty 10",31211504
Order of Flexible wire 1.5mm,26121505
Shipment: 10 x Fresh white eggs,50131705
Shipment: 1 x Concrete wall unit,30111504
Line item: Wall coating matte white,31211504
Requisition for Long grain white rice,50201700
Line item: Fresh white eggs,50131705
Dozen large eggs for site delivery,50131705
"Procurement request: 12-pack eggs, 1 pcs",50131705
Line item: Mild steel bars,30102307
Order of Construction steel rods,30102307
Supply of Electric cable insulated,26121505
Purchased: Construction steel rods - 25 units,30102307
"Invoice: Matte white emulsion 5L, qty 2",31211504
Purchased: Panel made of concrete - 5 units,30111504
Order of Office laptop 512GB SSD,43211503
Requisition for Basmati rice 2kg,50201700
Order of Laptop with 16GB RAM,43211503
"Invoice: Concrete wall unit, qty 2",30111504
Acquired 10 units of Office network router,43222609
Line item: Wireless internet router,43222609
Acquired 5 units of Cavendish bananas 1kg,50192102
Order of White latex paint,31211504
Supply of Rice 5kg bag,50201700
Supply of Single core copper cable,26121505
Purchased: Organic hen eggs - 1 units,50131705
Acquired 50 units of Yellow bananas,50192102
"Invoice: Bag of green apples, qty 5",50192101
"Invoice: Broadband router, qty 12",43222609
Purchased: Bag of green apples - 10 units,50192101
"Invoice: Rice 5kg bag, qty 5",50201700
Shipment: 12 x Dual-band WiFi 6 router,43222609
Acquired 25 units of Steamed white rice,50201700
Requisition for Carton of eggs,50131705
Purchased: Steel rebars 10mm - 25 units,30102307
"Invoice: Wall panel concrete 1x2m, qty 1",30111504
Shipment: 1 x Matte white emulsion 5L,31211504
"Procurement request: Yellow bananas, 12 pcs",50192102
Purchased: White jasmine rice - 12 units,50201700
Acquired 50 units of Wall panel concrete 1x2m,30111504
Acquired 50 units of Carton of eggs,50131705
Acquired 10 units of 12-pack eggs,50131705
Supply of Matte white emulsion 5L,31211504
Line item: 10mm rebar,30102307
Line item: Long grain white rice,50201700
Line item: Organic bananas,50192102
Workstation laptop for site delivery,43211503
Purchased: Fresh gala apples - 50 units,50192101
Acquired 12 units of Mild steel bars,30102307
Order of Organic apples pack,50192101
Order of Dual-band WiFi 6 router,43222609
Supply of Flexible wire 1.5mm,26121505
Order of Cavendish bananas 1kg,50192102
Steel rebars 10mm for site delivery,30102307
Supply of Organic hen eggs,50131705
"Requisition for 14"" business notebook",43211503
Line item: Flexible wire 1.5mm,26121505
Supply of Fresh ripe bananas,50192102
Shipment: 5 x Long grain white rice,50201700
"Procurement request: Red Washington apples 1kg, 2 pcs",50192101
Shipment: 5 x Steamed white rice,50201700
Order of Laptop with 16GB RAM,43211503
Shipment: 12 x Basmati rice 2kg,50201700
Acquired 50 units of Broadband router,43222609
Order of Interior wall paint white,31211504
Shipment: 2 x Gigabit router,43222609
Purchased: Wall coating matte white - 10 units,31211504
Requisition for 100m copper wire roll,26121505
"Procurement request: Banana bunch large, 10 pcs",50192102
Purchased: Wall panel concrete 1x2m - 2 units,30111504
White jasmine rice for site delivery,50201700
Acquired 25 units of Single core copper cable,26121505
Shipment: 1 x Yellow bananas,50192102
Order of Banana bunch large,50192102
Requisition for Yellow bananas,50192102
"Invoice: Heavy concrete board, qty 1",30111504
"Procurement request: Wall panel concrete 1x2m, 1 pcs",30111504
Order of Wall panel concrete 1x2m,30111504
Acquired 25 units of Electric cable insulated,26121505
Purchased: Wireless internet router - 2 units,43222609
Shipment: 50 x Mild steel bars,30102307
Line item: Bag of green apples,50192101
Line item: White latex paint,31211504
Line item: Electric cable insulated,26121505
"Procurement request: Gigabit router, 5 pcs",43222609
Requisition for Fresh ripe bananas,50192102
Shipment: 1 x Wall coating matte white,31211504
"Invoice: Pro business laptop, qty 1",43211503
Shipment: 5 x Organic hen eggs,50131705
"Invoice: Banana bunch large, qty 5",50192102
Purchased: Flexible wire 1.5mm - 12 units,26121505
Requisition for Long grain white rice,50201700
Gigabit router for site delivery,43222609
Electric cable insulated for site delivery,26121505
Shipment: 25 x Pro business laptop,43211503
Requisition for 12-pack eggs,50131705
"Invoice: Fresh white eggs, qty 50",50131705
Purchased: Workstation laptop - 25 units,43211503
"Procurement request: Laptop with 16GB RAM, 50 pcs",43211503
Shipment: 12 x Pro business laptop,43211503
Line item: 12-pack eggs,50131705
Shipment: 1 x Rice 5kg bag,50201700
Supply of Office network router,43222609
"Invoice: 100m copper wire roll, qty 12",26121505
Purchased: Precast concrete slab - 5 units,30111504
Supply of 100m copper wire roll,26121505
Line item: Office laptop 512GB SSD,43211503
Order of Basmati rice 2kg,50201700
Supply of Loose apples (kg),50192101
Requisition for Precast concrete slab,30111504
Purchased: Office network router - 10 units,43222609
Supply of Long grain white rice,50201700
"Invoice: White jasmine rice, qty 2",50201700
Line item: Broadband router,43222609
Requisition for Fresh gala apples,50192101
Order of Wall panel concrete 1x2m,30111504
Order of Banana bunch large,50192102
Shipment: 2 x Wireless internet router,43222609
Shipment: 2 x Fresh ripe bananas,50192102
Supply of Reinforcement bar bundle,30102307
"Procurement request: Office laptop 512GB SSD, 10 pcs",43211503
Order of Precast concrete slab,30111504
Supply of Yellow bananas,50192102
Purchased: Wall panel concrete 1x2m - 5 units,30111504
Supply of Panel made of concrete,30111504
"Invoice: Laptop with 16GB RAM, qty 12",43211503
"Procurement request: Electric cable insulated, 12 pcs",26121505
Shipment: 50 x White jasmine rice,50201700
"Procurement request: Dozen large eggs, 2 pcs",50131705
"Invoice: Precast concrete slab, qty 2",30111504
Supply of Long grain white rice,50201700
"Procurement request: White latex paint, 1 pcs",31211504
"Invoice: Fresh gala apples, qty 12",50192101
Line item: Precast concrete slab,30111504
Supply of Organic apples pack,50192101
Fresh white eggs for site delivery,50131705
"Invoice: Workstation laptop, qty 10",43211503
Purchased: Flexible wire 1.5mm - 50 units,26121505
Supply of Broadband router,43222609
"Invoice: Bag of green apples, qty 25",50192101
Requisition for Matte white emulsion 5L,31211504
"Invoice: Carton of eggs, qty 25",50131705
Shipment: 5 x Organic apples pack,50192101
Purchased: Pro business laptop - 12 units,43211503
Purchased: 5 litre matte paint - 25 units,31211504
Line item: Heavy concrete board,30111504
Purchased: Workstation laptop - 25 units,43211503
"Procurement request: Wall panel concrete 1x2m, 2 pcs",30111504
Acquired 25 units of Flexible wire 1.5mm,26121505
Shipment: 2 x 5 litre matte paint,31211504
Wall coating matte white for site delivery,31211504
Shipment: 2 x Matte white emulsion 5L,31211504
Purchased: Workstation laptop - 25 units,43211503
"Invoice: Matte white emulsion 5L, qty 2",31211504
Rice 5kg bag for site delivery,50201700
Supply of Construction steel rods,30102307
Order of Organic hen eggs,50131705
"Procurement request: Panel made of concrete, 2 pcs",30111504
Order of 12-pack eggs,50131705
Order of 5 litre matte paint,31211504
Order of Organic bananas,50192102
"Procurement request: Interior wall paint white, 1 pcs",31211504
Organic apples pack for site delivery,50192101
Acquired 50 units of Broadband router,43222609
Line item: Dozen large eggs,50131705
"Invoice: Bag of green apples, qty 2",50192101
Requisition for Workstation laptop,43211503
Line item: Fresh ripe bananas,50192102
"Procurement request: 10mm rebar, 50 pcs",30102307
"Procurement request: Cavendish bananas 1kg, 2 pcs",50192102
Shipment: 50 x 100m copper wire roll,26121505
Line item: 100m copper wire roll,26121505
Order of 5 litre matte paint,31211504
Line item: 5 litre matte paint,31211504
Shipment: 1 x Yellow bananas,50192102
"Procurement request: Office network router, 5 pcs",43222609
Requisition for Dozen large eggs,50131705
Acquired 25 units of Interior wall paint white,31211504
Requisition for 10mm rebar,30102307
Organic apples pack for site delivery,50192101
Long grain white rice for site delivery,50201700
Requisition for Single core copper cable,26121505
Order of Wireless internet router,43222609
Requisition for Organic apples pack,50192101
Supply of Dual-band WiFi 6 router,43222609
Line item: Bag of green apples,50192101
"Procurement request: Steamed white rice, 25 pcs",50201700
Shipment: 10 x Steamed white rice,50201700
Purchased: Banana bunch large - 25 units,50192102
Order of White latex paint,31211504
Order of Loose apples (kg),50192101
Supply of Red Washington apples 1kg,50192101
Order of Basmati rice 2kg,50201700
"Invoice: Wall coating matte white, qty 10",31211504
Acquired 12 units of House wiring cable,26121505
Line item: Yellow bananas,50192102
Requisition for Bag of green apples,50192101
Purchased: Organic bananas - 12 units,50192102
Requisition for 100m copper wire roll,26121505
"Procurement request: Carton of eggs, 1 pcs",50131705
Requisition for Single core copper cable,26121505
Order of Bag of green apples,50192101
"Procurement request: Heavy concrete board, 10 pcs",30111504
"Invoice: House wiring cable, qty 10",26121505
Acquired 1 units of 12-pack eggs,50131705
"Invoice: Organic apples pack, qty 25",50192101
Order of 12-pack eggs,50131705
Supply of 100m copper wire roll,26121505
Shipment: 2 x Construction steel rods,30102307
Supply of Office network router,43222609
Purchased: Carton of eggs - 25 units,50131705
Purchased: Loose apples (kg) - 1 units,50192101
Shipment: 12 x Steamed white rice,50201700
Line item: Panel made of concrete,30111504
"Procurement request: Banana bunch large, 5 pcs",50192102
Purchased: Panel made of concrete - 10 units,30111504
Supply of Dozen large eggs,50131705
Line item: Organic hen eggs,50131705
Acquired 12 units of White jasmine rice,50201700
"Procurement request: White jasmine rice, 1 pcs",50201700
Shipment: 1 x Single core copper cable,26121505
Supply of Organic bananas,50192102
"Procurement request: Basmati rice 2kg, 25 pcs",50201700
Requisition for Concrete wall unit,30111504
Laptop with 16GB RAM for site delivery,43211503
Purchased: Organic apples pack - 12 units,50192101
Order of Steel rebars 10mm,30102307
"Procurement request: Gigabit router, 10 pcs",43222609
Purchased: Wireless internet router - 50 units,43222609
Shipment: 50 x Fresh white eggs,50131705
Purchased: Matte white emulsion 5L - 1 units,31211504
Acquired 10 units of White jasmine rice,50201700
"Invoice: Yellow bananas, qty 50",50192102
"Procurement request: Basmati rice 2kg, 5 pcs",50201700
"Invoice: Flexible wire 1.5mm, qty 1",26121505
Supply of Cavendish bananas 1kg,50192102
"Procurement request: Fresh gala apples, 50 pcs",50192101
"Procurement request: Workstation laptop, 1 pcs",43211503
Supply of Bag of green apples,50192101
Order of Loose apples (kg),50192101
Acquired 50 units of Panel made of concrete,30111504
Shipment: 10 x Wall coating matte white,31211504
Acquired 12 units of 12-pack eggs,50131705
Supply of 12-pack eggs,50131705
Purchased: Organic bananas - 1 units,50192102
Purchased: 5 litre matte paint - 12 units,31211504
Order of Matte white emulsion 5L,31211504
Supply of Precast concrete slab,30111504
Line item: Wireless internet router,43222609
Order of Wall panel concrete 1x2m,30111504
